example_id,dataset_type,response,accuracy,g_nll,average_nll,perplexity,avg_token_probability,sequence_length
bb_455--108/108_838985.txt#0_2,long,amazon,1.0,0.31550224125385284,0.15775112062692642,1.1708747518679257,0.854883876088737,2
odql_14628--194/194_851470.txt#0_0,long,amelia,0.0,0.4917307981631893,0.16391026605439643,1.1781085940169178,0.8690597509873398,3
sfq_23316--131/131_1618418.txt#0_0,long,vienna,1.0,0.05000141089112731,0.0166671369637091,1.0168068085873834,0.983616836555651,3
qz_5580--182/182_233604.txt#0_1,long,Nero,0.0,1.0165898352861404,0.5082949176430702,1.662454155690369,0.6677257293812213,2
sfq_24100--95/95_438302.txt#0_0,long,friends,0.0,0.10162430629134178,0.05081215314567089,1.0521252363031643,0.9505533973783269,2
qb_7625--62/62_2634404.txt#0_1,long,vietnam,1.0,0.08009110504644923,0.026697035015483078,1.0270565934381766,0.9742965217716156,3
odql_12623--90/90_717718.txt#0_2,long,utah,1.0,0.03951910906471312,0.013173036354904374,1.0132601830400216,0.9870355426092655,3
sfq_12132--72/72_1740634.txt#0_1,long,saints,0.0,0.8188734352588654,0.4094367176294327,1.505969260220834,0.7117362561967439,2
qb_8699--41/41_310048.txt#0_1,long,red,1.0,0.002057103905826807,0.002057103905826807,1.002059221195646,0.9979450104823256,1
odql_2538--189/189_425837.txt#0_1,long,volleyball,1.0,0.19133394211530685,0.09566697105765343,1.1003925404019883,0.9118279399977325,2
jp_3059--26/26_1399947.txt#0_1,long,judas,1.0,0.8313804863992118,0.27712682879973727,1.3193336899326542,0.7738116428365247,3
jp_4006--145/145_1449904.txt#0_2,long,ORSON WELLES,1.0,6.451133285914693,1.0751888809857821,2.9305463727496326,0.8300659063383035,6
odql_2197--13/13_665800.txt#0_2,long,chile,1.0,0.043726572766559,0.014575524255519667,1.0146822651803085,0.9856466232036132,3
dpql_3075--57/57_635879.txt#0_2,long,michaela tabb,1.0,0.24175890953529233,0.048351781907058466,1.0495397995037452,0.9543719479982918,5
sfq_5662--54/54_415167.txt#0_2,long,pansy,0.0,10.761712957173586,3.5872376523911953,36.13412292950295,0.5105028798867767,3
sfq_1971--27/27_3001523.txt#0_2,long,sir cloudesley shovell,1.0,1.0058371604691274,0.12572964505864093,1.1339755509435583,0.9151866876384858,8
sfq_3203--Hell's_Kitchen_(UK_TV_series).txt#0_0,long,barry mcguigan,0.0,0.9673013553041301,0.16121689255068836,1.174939776864998,0.8929956047072397,6
bt_264--110/110_1711.txt#0_0,long,amelia earhart,1.0,5.711648038857675,1.142329607771535,3.1340610002610183,0.7904583038477067,5
jp_4375--83/83_2736108.txt#0_0,long,yosemite,1.0,0.20960957804345526,0.06986985934781842,1.0723686134219592,0.9358591221094846,3
wh_1864--103/103_769441.txt#0_0,long,ringway,1.0,0.137376429134747,0.04579214304491567,1.0468567918757323,0.9568613620710559,3
qw_3063--131/131_82670.txt#0_0,long,barnum & bailey,1.0,0.991718062585278,0.165286343764213,1.179730878931948,0.8705994300357975,6
odql_2542--11/11_2808626.txt#0_1,long,thailand,1.0,0.06185901554636075,0.02061967184878692,1.0208337259929194,0.9797154916828091,3
dpql_4014--107/107_660870.txt#0_2,long,elen degeneres,1.0,3.256158842559671,0.5426931404266119,1.7206345383315615,0.7140793011457486,6
qz_3311--68/68_97141.txt#0_1,long,one,0.0,0.881121538579464,0.440560769289732,1.553578173214924,0.6867051182892594,2
sfq_21423--144/144_2788272.txt#0_0,long,byward tower,0.0,0.17643362935632467,0.04410840733908117,1.0450956447855413,0.9579714358827962,4
wh_1190--127/127_411355.txt#0_0,long,peter stuyvesant,1.0,0.13345160139669332,0.022241933566115552,1.0224911294739776,0.9783307677131657,6
sfq_15186--22/22_2773455.txt#0_0,long,the spider,0.0,1.4433102793991566,0.48110342646638554,1.6178586056475481,0.6592690963732726,3
qb_8229--63/63_493737.txt#0_1,long,the rescuers,1.0,0.3766615316271782,0.09416538290679455,1.0987414439457008,0.9142326393267883,4
sfq_8614--100/100_1662867.txt#0_5,long,mtzuma,0.0,6.5889032781124115,1.6472258195281029,5.1925547435697315,0.5818236612905674,4
sfq_22477--53/53_318005.txt#0_2,long,"27, 27 and 27",0.0,1.8341155536763836,0.20379061707515372,1.2260414144414273,0.8543554112312202,9
bb_2276--42/42_883302.txt#0_1,long,scotland,1.0,0.04840199905447662,0.01613399968482554,1.0162648554528493,0.9842053011530334,3
tc_1938--155/155_57137.txt#0_1,long,south africa,1.0,0.08472427679225802,0.02824142559741934,1.0286439954370314,0.9724648219212518,3
odql_1853--0/0_2112627.txt#0_0,long,hoag,0.0,1.3984509855508804,0.46615032851696014,1.5938465819329102,0.7069999704230613,3
qg_3271--66/66_2533261.txt#0_2,long,kentucky derby,1.0,0.21236223936057286,0.053090559840143214,1.054525138423324,0.9508750383882365,4
qz_5877--148/148_240409.txt#0_0,long,tartar,1.0,0.6655126697814921,0.22183755659383073,1.2483685721494893,0.8343409514933847,3
odql_14853--114/114_1247260.txt#0_1,long,1994,0.0,1.9526892152498476,0.4881723038124619,1.629335566517505,0.7535660086178748,4
wh_156--I'm_a_Celebrity...Get_Me_Out_of_Here!_(UK_series_5).txt#0_0,long,sheree murphy,0.0,1.676644748013132,0.3353289496026264,1.3984003127990308,0.8268526176159636,5
odql_4802--148/148_1652317.txt#0_1,long,acne,0.0,0.2864486873149872,0.2864486873149872,1.3316898335600509,0.7509256095517877,1
qf_364--185/185_2457360.txt#0_0,long,lautere,0.0,8.403575792908669,2.8011919309695563,16.46425934095968,0.39218303015912737,3
odql_8247--176/176_1183968.txt#0_0,long,baseball,1.0,0.04829917475581169,0.024149587377905846,1.0244435502540172,0.9761396960204655,2
sfq_25528--123/123_2033010.txt#0_0,long,susie dent,1.0,0.015899995119980304,0.007949997559990152,1.0079816827005321,0.9921127050593965,2
qg_2553--36/36_81264.txt#0_1,long,e pluribus unum,1.0,0.03265588479280268,0.005442647465467114,1.0054574855785094,0.9946094350340849,6
bt_2852--75/75_2417406.txt#0_1,long,claire goose,1.0,0.2448139053885825,0.061203476347145624,1.0631152109805335,0.9432724459706667,4
sfq_13456--144/144_1578174.txt#0_1,long,doncaster rovers,1.0,0.4953578307031421,0.09907156614062843,1.1041453161503618,0.9173040462361108,5
qw_14570--139/139_1315393.txt#0_0,long,tarantula,1.0,5.703375731537562,1.4258439328843906,4.161368276795142,0.7472783176616511,4
sfq_10437--135/135_1466322.txt#0_0,long,adam smith,1.0,0.34773299616063014,0.11591099872021005,1.1228959285110571,0.8987126048200524,3
qz_2980--37/37_55261.txt#0_2,long,persistence of memory,1.0,0.06321597234637011,0.015803993086592527,1.0159295366767451,0.9845368794656391,4
qb_1688--101/101_312407.txt#0_0,long,valentino garavani,1.0,0.34509867165155583,0.04929981023593655,1.0505352647560326,0.9559614602217225,7
qw_9748--135/135_39202.txt#0_2,long,taekwondo,1.0,0.027695174320285787,0.005539034864057157,1.005554403680704,0.9945066756161367,5
jp_2683--186/186_1418025.txt#0_2,long,Kix,1.0,4.860646348446608,1.6202154494822025,5.0541791195429004,0.6370298256636997,3
odql_4564--45/45_1774711.txt#0_0,long,dogs,1.0,0.03202856332063675,0.03202856332063675,1.032546997854886,0.9684789187102356,1
odql_8365--188/188_262755.txt#0_1,long,harvard,1.0,0.022942115379919414,0.007647371793306472,1.007676687623014,0.9923994498039542,3
jp_1878--25/25_1397691.txt#0_0,long,Shaft,1.0,2.3996877148747444,1.1998438574373722,3.3195985516429563,0.5145025410037363,2
qz_3023--106/106_173524.txt#0_0,long,prince edward of wales and susan tevez,0.0,13.479802661044232,1.1233168884203526,3.075036860743682,0.6063950605774174,12
tc_783--72/72_2593823.txt#0_1,long,cartoons,1.0,0.18807683140039444,0.09403841570019722,1.0986019486696406,0.9110812649652347,2
tc_2359--127/127_71063.txt#0_0,long,john Buchan,1.0,6.557144433072608,1.639286108268152,5.151490592674994,0.736273864610566,4
qb_574--35/35_280986.txt#0_1,long,tokyo,1.0,0.7333873589441282,0.18334683973603205,1.2012309704691715,0.8628731886425286,4
dpql_1631--122/122_596455.txt#0_0,long,lost in translation,1.0,0.07339916093769716,0.01834979023442429,1.0185191821510038,0.9821304838175859,4
sfq_634--98/98_901854.txt#0_0,long,bitter almond,1.0,0.07796684559434652,0.02598894853144884,1.026329605961403,0.974421392172141,3
sfq_25402--57/57_2030191.txt#0_2,long,patrick armstrong,0.0,0.117066233571677,0.023413246714335402,1.0236894884676815,0.9773402750298523,5
sfq_668--20/20_1363097.txt#0_1,long,demi moore,1.0,1.4502009409478092,0.4834003136492697,1.621578915272726,0.7434400695246532,3
jp_1572--159/159_685600.txt#0_0,long,cheers,1.0,0.02753967046737671,0.02753967046737671,1.0279223924601548,0.9728360889256168,1
sfq_25914--50_(number).txt#0_0,long,hydrogen,0.0,2.1168890427798033,1.0584445213899016,2.8818847909306555,0.5475257964670125,2
sfq_9379--37/37_1679055.txt#0_1,long,honda,1.0,0.08934775460511446,0.04467387730255723,1.0456867821010736,0.9567888284521462,2
qb_7372--177/177_98429.txt#0_2,long,6,0.0,3.1473962208256125,1.0491320736085374,2.8551719632577743,0.6688440695940715,3
bt_824--124/124_995752.txt#0_1,long,the drifters,1.0,3.2274159491061027,0.8068539872765257,2.2408471521105344,0.629283128684595,4
wh_495--37/37_2926588.txt#0_1,long,tommi roe,1.0,5.419845891650766,0.903307648608461,2.467752083503945,0.6651856908000089,6
tb_1170--172/172_2063410.txt#0_0,long,crete,1.0,0.05921931269404013,0.019739770898013376,1.0199358884888008,0.9805570388031294,3
qw_1393--125/125_2694259.txt#0_0,long,elizabeth taylor,0.0,1.1773588461801126,0.2354717692360225,1.2655056545614702,0.8382691178304388,5
qb_8996--151/151_2637831.txt#0_0,long,noel edmonds,1.0,1.6019535801228812,0.32039071602457625,1.3776659353505454,0.8351051263518917,5
qw_2309--75/75_263961.txt#0_1,long,unesco,1.0,0.8343122044170741,0.2781040681390247,1.3206236249010448,0.8060951861367419,3
dpql_6084--154/154_2657783.txt#0_0,long,stanislas wawrinka,1.0,0.050047913167304614,0.006255989145913077,1.0062755987171041,0.9938000891951779,8
qg_3077--116/116_1355464.txt#0_0,long,chile,1.0,0.06110238283770286,0.020367460945900955,1.0205762930622508,0.9800051143028193,3
sfq_23639--86/86_1607077.txt#0_0,long,bear grylls,1.0,0.6121024026579107,0.10201706710965179,1.1074023717243557,0.9183327651916598,6
jp_1655--92/92_1391976.txt#0_0,long,space jam,1.0,5.793182737310417,1.9310609124368057,6.89682328724471,0.6669621516144347,3
bt_1024--151/151_108800.txt#0_0,long,swindon,1.0,0.5732348859055492,0.1433087214763873,1.154086037819779,0.879236805601493,4
tc_2250--43/43_67037.txt#0_0,long,earthquake,1.0,0.1549012940376997,0.07745064701884985,1.0805289038199846,0.9269858201228904,2
qw_3191--24/24_1085500.txt#0_2,long,jack brabham,1.0,0.08675636260869624,0.017351272521739246,1.017502680288931,0.9830375068960986,5
jp_2475--173/173_133780.txt#0_2,long,alaska,0.0,0.24024715111590922,0.08008238370530307,1.0833763165537766,0.9246813531395408,3
odql_12438--52/52_1779413.txt#0_0,long,gary puckett,1.0,0.555563166535876,0.138890791633969,1.148998612890523,0.889034177700025,4
qf_530--164/164_2459775.txt#0_0,long,tetanus,1.0,0.03793387714540586,0.012644625715135286,1.0127249070136775,0.9875534410652081,3
jp_1386--197/197_2415925.txt#0_2,long,jupiter,1.0,0.06432466175465379,0.02144155391821793,1.0216730758042158,0.9789041044821957,3
sfq_16856--9/9_1846523.txt#0_0,long,bangladesh,1.0,0.0488726555086032,0.016290885169534402,1.0164243051646353,0.9839062824153576,3
sfq_10025--172/172_3020164.txt#0_1,long,nutbush,1.0,0.06102390229349908,0.01525597557337477,1.0153729420241895,0.9851709499173542,4
sfq_21320--53/53_2087897.txt#0_0,long,gorky,1.0,0.45293411292050223,0.1509780376401674,1.1629711162112122,0.8784970751139878,3
odql_7980--187/187_83028.txt#0_0,long,magma,1.0,0.03271584026515484,0.01635792013257742,1.016492443414165,0.9838242761949687,2
sfq_16964--98/98_1848963.txt#0_0,long,helen gurley brown,1.0,0.2444563109891078,0.03492233014130112,1.0355392754868376,0.967117511063382,7
odql_6538--139/139_826850.txt#0_0,long,king william iv,1.0,1.2909686835409957,0.2581937367081991,1.2945896038586209,0.8468196329806957,5
odql_5186--146/146_2175002.txt#0_1,long,m11,1.0,0.5914398920867825,0.19714663069559415,1.2179226124533826,0.8433935076034876,3
bb_2691--72/72_892989.txt#0_2,long,obi,1.0,0.02079034770781618,0.006930115902605394,1.0069541847235992,0.9931336572063506,3
qg_1199--189/189_3112721.txt#0_0,long,arizona diamondbacks,1.0,0.3972095090084622,0.07944190180169244,1.0826826557905194,0.931167619634922,5
sfq_24050--117/117_2000989.txt#0_0,long,leonard nimoy,0.0,0.280629442596819,0.0467715737661365,1.0478826178591505,0.9576805531517035,6
sfq_20082--77/77_957747.txt#0_1,long,volkswagen,0.0,0.40440035180654377,0.1348001172688479,1.1443080340753309,0.888766743550062,3
odql_6144--10/10_2193236.txt#0_1,long,richard seddon,1.0,0.08541167778980707,0.017082335557961414,1.0172290730006641,0.9833230089650964,5
qz_2845--76/76_169229.txt#0_0,long,brazil,0.0,1.1573396474123,0.57866982370615,1.783664264149714,0.6138848488350523,2
sfq_18636--83/83_1734.txt#0_0,long,1919,1.0,0.03532096173148602,0.008830240432871506,1.0088693420133008,0.991309708798696,4
qw_10365--192/192_1229944.txt#0_2,long,old Trafford,1.0,1.5897495900280774,0.5299165300093591,1.6987905046729201,0.7182576381741042,3
qb_2774--81/81_303935.txt#0_0,long,tiger,0.0,2.156238168478012,1.078119084239006,2.939146062531132,0.4205280657839511,2
sfq_2761--66/66_24883.txt#0_1,long,cabaret,1.0,0.001528849097667262,0.000764424548833631,1.0007647167957412,0.9992360568511587,2
sfq_9852--85/85_243465.txt#0_0,long,leicestershire,1.0,0.3534946429103911,0.07069892858207823,1.073258049898396,0.9349477408430615,5
qb_3427--81/81_362513.txt#0_3,long,Wolfgang Amadeus Mozart,1.0,0.9793685715376341,0.16322809525627235,1.177305196795278,0.8754403340248329,6
sfq_1674--197/197_3000842.txt#0_2,long,fiji,1.0,0.7130692622158676,0.2376897540719559,1.2683156420158894,0.8232724015912591,3
dpql_4253--27/27_289038.txt#0_1,long,calcutta cup,1.0,0.6471343980738311,0.16178359951845778,1.1756058121288442,0.8806690251587714,4
odql_6028--County_Durham.txt#0_0,long,tyne and wear,0.0,2.363217998058417,0.4726435996116834,1.604229533050016,0.8109298726952721,5
qw_3390--174/174_1038938.txt#0_0,long,winnipeg,1.0,0.27897908599697985,0.06974477149924496,1.0722344815285385,0.9374531893908775,4
wh_4331--119/119_827530.txt#0_1,long,gironde,1.0,0.11775997505128544,0.02943999376282136,1.0298776345360865,0.9714188107033341,4
qb_6543--195/195_826037.txt#0_0,long,john f. kennedy international airport,0.0,1.0435222079918276,0.13044027599897845,1.1393298925218853,0.8984354185606361,8
sfq_24154--30/30_69897.txt#0_0,long,george sutherland,0.0,1.744736148393713,0.3489472296787426,1.4175743825126155,0.7831794848267093,5
qb_3569--170/170_366697.txt#0_0,long,popeye,0.0,0.8044489654712379,0.2681496551570793,1.307542805897371,0.796719708527387,3
odql_9564--83/83_2256714.txt#0_2,long,white,0.0,3.190748106688261,1.5953740533441305,4.930172874908329,0.5112616819516527,2
jp_2812--168/168_2992342.txt#0_0,long,a dragon,1.0,0.18833784038724843,0.0627792801290828,1.064791792585514,0.9406674385007426,3
bt_462--66/66_2369917.txt#0_0,long,bogeyman,1.0,0.9951683910912834,0.24879209777282085,1.2824753758645138,0.8396675901367168,4
qz_847--105/105_2601971.txt#0_0,long,happy birthday,1.0,0.0006220179202500731,0.00031100896012503654,1.000311057328426,0.999689058712925,2
qz_2430--114/114_2605502.txt#0_1,long,castor,1.0,0.3537783920712627,0.17688919603563136,1.1934988413971699,0.8510147832998317,2
tb_470--Bill_Gold.txt#0_0,long,film posters,0.0,2.9470285791903734,0.9823428597301245,2.6707060074645677,0.5527524141287072,3
qf_2679--160/160_194946.txt#0_0,long,jon pertwee,1.0,0.5586340392401326,0.11172680784802651,1.1182073334453524,0.9023141008486701,5
qf_2195--13/13_325145.txt#0_2,long,andre agassi,1.0,0.14361080201342702,0.07180540100671351,1.074446237562346,0.932845463347834,2
qb_7372--177/177_98429.txt#0_1,long,1,0.0,2.9018481746315956,0.9672827248771986,2.6307861684268334,0.6117342626363977,3
qz_6793--102/102_2886022.txt#0_1,long,verruckt,0.0,3.3865146402604296,0.8466286600651074,2.3317723882658328,0.7503947457153259,4
sfq_17762--30/30_127115.txt#0_1,long,south africa,1.0,0.09130828641355038,0.04565414320677519,1.0467123357755856,0.9562693868118926,2
bb_9184--196/196_1039737.txt#0_0,long,scales,0.0,0.02531849965453148,0.01265924982726574,1.0127397173245685,0.9874303637063468,2
bt_1265--Alan_Lake.txt#0_0,long,diana dors,1.0,0.39829112838197034,0.09957278209549258,1.1046988701127551,0.9098908409800706,4
